Provincias;Sexo;Periodo;Total
33 Asturias;Total;2018;5.733
33 Asturias;Total;2017;6.012
33 Asturias;Total;2016;6.347
33 Asturias;Total;2015;6.455
33 Asturias;Total;2014;6.600
33 Asturias;Total;2013;6.671
33 Asturias;Total;2012;7.622
33 Asturias;Total;2011;7.782
33 Asturias;Total;2010;7.763
33 Asturias;Total;2009;8.210
33 Asturias;Total;2008;8.221
33 Asturias;Total;2007;7.833
33 Asturias;Total;2006;7.596
33 Asturias;Total;2005;7.482
33 Asturias;Total;2004;7.218
33 Asturias;Total;2003;7.107
33 Asturias;Total;2002;6.729
33 Asturias;Total;2001;6.849
33 Asturias;Total;2000;6.731
33 Asturias;Total;1999;6.547
33 Asturias;Total;1998;6.344
33 Asturias;Total;1997;6.516
33 Asturias;Total;1996;6.530
33 Asturias;Total;1995;6.588
33 Asturias;Total;1994;6.653
33 Asturias;Total;1993;6.978
33 Asturias;Total;1992;7.494
33 Asturias;Total;1991;7.728
33 Asturias;Total;1990;7.775
33 Asturias;Total;1989;7.964
33 Asturias;Total;1988;8.553
33 Asturias;Total;1987;9.441
33 Asturias;Total;1986;10.249
33 Asturias;Total;1985;10.628
33 Asturias;Total;1984;11.222
33 Asturias;Total;1983;11.868
33 Asturias;Total;1982;12.443
33 Asturias;Total;1981;13.380
33 Asturias;Total;1980;14.509
33 Asturias;Total;1979;15.389
33 Asturias;Total;1978;15.854
33 Asturias;Total;1977;17.380
33 Asturias;Total;1976;17.857
33 Asturias;Total;1975;17.439
33 Asturias;Hombres;2022;2.408
33 Asturias;Hombres;2021;2.498
33 Asturias;Hombres;2020;2.437
33 Asturias;Hombres;2019;2.629
33 Asturias;Hombres;2018;2.976
33 Asturias;Hombres;2017;3.123
33 Asturias;Hombres;2016;3.192
33 Asturias;Hombres;2015;3.381
33 Asturias;Hombres;2014;3.412
33 Asturias;Hombres;2013;3.411
33 Asturias;Hombres;2012;3.967
33 Asturias;Hombres;2011;4.059
33 Asturias;Hombres;2010;3.947
33 Asturias;Hombres;2009;4.209
33 Asturias;Hombres;2008;4.141
33 Asturias;Hombres;2007;4.032
33 Asturias;Hombres;2006;3.924
33 Asturias;Hombres;2005;3.849
33 Asturias;Hombres;2004;3.752
33 Asturias;Hombres;2003;3.638
33 Asturias;Hombres;2002;3.407
33 Asturias;Hombres;2001;3.582
33 Asturias;Hombres;2000;3.505
33 Asturias;Hombres;1999;3.456
33 Asturias;Hombres;1998;3.238
33 Asturias;Hombres;1997;3.426
33 Asturias;Hombres;1996;3.331
33 Asturias;Hombres;1995;3.376
33 Asturias;Hombres;1994;3.354
33 Asturias;Hombres;1993;3.670
33 Asturias;Hombres;1992;3.816
33 Asturias;Hombres;1991;3.988
33 Asturias;Hombres;1990;3.955
33 Asturias;Hombres;1989;4.064
33 Asturias;Hombres;1988;4.445
33 Asturias;Hombres;1987;4.876
33 Asturias;Hombres;1986;5.421
33 Asturias;Hombres;1985;5.525
33 Asturias;Hombres;1984;5.800
33 Asturias;Hombres;1983;6.182
33 Asturias;Hombres;1982;6.407
33 Asturias;Hombres;1981;6.839
33 Asturias;Hombres;1980;7.510
33 Asturias;Hombres;1979;7.907
33 Asturias;Hombres;1978;8.233
33 Asturias;Hombres;1977;8.993
33 Asturias;Hombres;1976;9.392
33 Asturias;Hombres;1975;9.054
33 Asturias;Mujeres;2022;2.336
33 Asturias;Mujeres;2021;2.287
33 Asturias;Mujeres;2020;2.334
33 Asturias;Mujeres;2019;2.523
33 Asturias;Mujeres;2018;2.757
33 Asturias;Mujeres;2017;2.889
33 Asturias;Mujeres;2016;3.155
33 Asturias;Mujeres;2015;3.074
33 Asturias;Mujeres;2014;3.188
33 Asturias;Mujeres;2013;3.260
33 Asturias;Mujeres;2012;3.655
33 Asturias;Mujeres;2011;3.723
33 Asturias;Mujeres;2010;3.816
33 Asturias;Mujeres;2009;4.001
33 Asturias;Mujeres;2008;4.080
33 Asturias;Mujeres;2007;3.801
33 Asturias;Mujeres;2006;3.672
33 Asturias;Mujeres;2005;3.633
33 Asturias;Mujeres;2004;3.466
33 Asturias;Mujeres;2003;3.469
33 Asturias;Mujeres;2002;3.322
33 Asturias;Mujeres;2001;3.267
33 Asturias;Mujeres;2000;3.226
33 Asturias;Mujeres;1999;3.091
33 Asturias;Mujeres;1998;3.106
33 Asturias;Mujeres;1997;3.090
33 Asturias;Mujeres;1996;3.199
33 Asturias;Mujeres;1995;3.212
33 Asturias;Mujeres;1994;3.299
33 Asturias;Mujeres;1993;3.308
33 Asturias;Mujeres;1992;3.678
33 Asturias;Mujeres;1991;3.740
33 Asturias;Mujeres;1990;3.820
33 Asturias;Mujeres;1989;3.900
33 Asturias;Mujeres;1988;4.108
33 Asturias;Mujeres;1987;4.565
33 Asturias;Mujeres;1986;4.828
33 Asturias;Mujeres;1985;5.103
33 Asturias;Mujeres;1984;5.422
33 Asturias;Mujeres;1983;5.686
33 Asturias;Mujeres;1982;6.036
33 Asturias;Mujeres;1981;6.541
33 Asturias;Mujeres;1980;6.999
33 Asturias;Mujeres;1979;7.482
33 Asturias;Mujeres;1978;7.621
33 Asturias;Mujeres;1977;8.387
33 Asturias;Mujeres;1976;8.465
33 Asturias;Mujeres;1975;8.385
05 Ávila;Total;2022;906
05 Ávila;Total;2021;875
05 Ávila;Total;2020;885
05 Ávila;Total;2019;952
05 Ávila;Total;2018;979
05 Ávila;Total;2017;1.072
05 Ávila;Total;2016;1.133
05 Ávila;Total;2015;1.107
05 Ávila;Total;2014;1.243
05 Ávila;Total;2013;1.157
05 Ávila;Total;2012;1.255
05 Ávila;Total;2011;1.344
05 Ávila;Total;2010;1.408
05 Ávila;Total;2009;1.457
05 Ávila;Total;2008;1.526
05 Ávila;Total;2007;1.339
05 Ávila;Total;2006;1.358
05 Ávila;Total;2005;1.323
05 Ávila;Total;2004;1.210
05 Ávila;Total;2003;1.159
05 Ávila;Total;2002;1.123
05 Ávila;Total;2001;1.128
05 Ávila;Total;2000;1.160
05 Ávila;Total;1999;1.171
05 Ávila;Total;1998;1.136
05 Ávila;Total;1997;1.213
05 Ávila;Total;1996;1.262
05 Ávila;Total;1995;1.337
05 Ávila;Total;1994;1.311
05 Ávila;Total;1993;1.350
05 Ávila;Total;1992;1.282
05 Ávila;Total;1991;1.402
05 Ávila;Total;1990;1.595
05 Ávila;Total;1989;1.602
05 Ávila;Total;1988;1.613
05 Ávila;Total;1987;1.729
05 Ávila;Total;1986;1.810
05 Ávila;Total;1985;1.870
05 Ávila;Total;1984;1.910
05 Ávila;Total;1983;1.865
05 Ávila;Total;1982;1.997
05 Ávila;Total;1981;2.017
05 Ávila;Total;1980;2.223
05 Ávila;Total;1979;2.194
05 Ávila;Total;1978;2.250
05 Ávila;Total;1977;2.244
05 Ávila;Total;1976;2.206
05 Ávila;Total;1975;2.398
05 Ávila;Hombres;2022;479
05 Ávila;Hombres;2021;449
05 Ávila;Hombres;2020;460
05 Ávila;Hombres;2019;469
05 Ávila;Hombres;2018;515
05 Ávila;Hombres;2017;539
05 Ávila;Hombres;2016;592
05 Ávila;Hombres;2015;561
05 Ávila;Hombres;2014;680
05 Ávila;Hombres;2013;628
05 Ávila;Hombres;2012;623
05 Ávila;Hombres;2011;701
05 Ávila;Hombres;2010;739
05 Ávila;Hombres;2009;772
05 Ávila;Hombres;2008;802
05 Ávila;Hombres;2007;700
05 Ávila;Hombres;2006;692
05 Ávila;Hombres;2005;669
05 Ávila;Hombres;2004;657
05 Ávila;Hombres;2003;563
05 Ávila;Hombres;2002;597
05 Ávila;Hombres;2001;611
05 Ávila;Hombres;2000;595
05 Ávila;Hombres;1999;584
05 Ávila;Hombres;1998;592
05 Ávila;Hombres;1997;628
05 Ávila;Hombres;1996;661
05 Ávila;Hombres;1995;673
05 Ávila;Hombres;1994;671
05 Ávila;Hombres;1993;687
05 Ávila;Hombres;1992;690
05 Ávila;Hombres;1991;743
05 Ávila;Hombres;1990;808
05 Ávila;Hombres;1989;828
05 Ávila;Hombres;1988;845
05 Ávila;Hombres;1987;911
05 Ávila;Hombres;1986;942
05 Ávila;Hombres;1985;942
05 Ávila;Hombres;1984;992
05 Ávila;Hombres;1983;955
05 Ávila;Hombres;1982;1.081
05 Ávila;Hombres;1981;1.075
05 Ávila;Hombres;1980;1.149
05 Ávila;Hombres;1979;1.086
05 Ávila;Hombres;1978;1.142
05 Ávila;Hombres;1977;1.177
05 Ávila;Hombres;1976;1.170
05 Ávila;Hombres;1975;1.254
05 Ávila;Mujeres;2022;427
05 Ávila;Mujeres;2021;426
05 Ávila;Mujeres;2020;425
05 Ávila;Mujeres;2019;483
05 Ávila;Mujeres;2018;464
05 Ávila;Mujeres;2017;533
05 Ávila;Mujeres;2016;541
05 Ávila;Mujeres;2015;546
05 Ávila;Mujeres;2014;563
05 Ávila;Mujeres;2013;529
05 Ávila;Mujeres;2012;632
05 Ávila;Mujeres;2011;643
05 Ávila;Mujeres;2010;669
05 Ávila;Mujeres;2009;685
05 Ávila;Mujeres;2008;724
05 Ávila;Mujeres;2007;639
05 Ávila;Mujeres;2006;666
05 Ávila;Mujeres;2005;654
05 Ávila;Mujeres;2004;553
05 Ávila;Mujeres;2003;596
05 Ávila;Mujeres;2002;526
05 Ávila;Mujeres;2001;517
05 Ávila;Mujeres;2000;565
05 Ávila;Mujeres;1999;587
05 Ávila;Mujeres;1998;544
05 Ávila;Mujeres;1997;585
05 Ávila;Mujeres;1996;601
05 Ávila;Mujeres;1995;664
05 Ávila;Mujeres;1994;640
05 Ávila;Mujeres;1993;663
05 Ávila;Mujeres;1992;592
05 Ávila;Mujeres;1991;659
05 Ávila;Mujeres;1990;787
05 Ávila;Mujeres;1989;774
05 Ávila;Mujeres;1988;768
05 Ávila;Mujeres;1987;818
05 Ávila;Mujeres;1986;868
05 Ávila;Mujeres;1985;928
05 Ávila;Mujeres;1984;918
05 Ávila;Mujeres;1983;910
05 Ávila;Mujeres;1982;916
05 Ávila;Mujeres;1981;942
05 Ávila;Mujeres;1980;1.074
05 Ávila;Mujeres;1979;1.108
05 Ávila;Mujeres;1978;1.108
05 Ávila;Mujeres;1977;1.067
05 Ávila;Mujeres;1976;1.036
05 Ávila;Mujeres;1975;1.144
06 Badajoz;Total;2022;4.556
06 Badajoz;Total;2021;4.844
06 Badajoz;Total;2020;4.938
06 Badajoz;Total;2019;5.158
06 Badajoz;Total;2018;5.210
06 Badajoz;Total;2017;5.721
06 Badajoz;Total;2016;5.878
06 Badajoz;Total;2015;5.929
06 Badajoz;Total;2014;6.163
06 Badajoz;Total;2013;5.948
06 Badajoz;Total;2012;6.476
06 Badajoz;Total;2011;6.623
06 Badajoz;Total;2010;6.800
06 Badajoz;Total;2009;6.929
06 Badajoz;Total;2008;7.185
06 Badajoz;Total;2007;6.562
06 Badajoz;Total;2006;6.695
06 Badajoz;Total;2005;6.496
06 Badajoz;Total;2004;6.397
06 Badajoz;Total;2003;6.550
06 Badajoz;Total;2002;6.382
06 Badajoz;Total;2001;6.459
06 Badajoz;Total;2000;6.484
06 Badajoz;Total;1999;6.561
06 Badajoz;Total;1998;6.468
06 Badajoz;Total;1997;6.704
06 Badajoz;Total;1996;6.847
06 Badajoz;Total;1995;7.048
06 Badajoz;Total;1994;7.360
06 Badajoz;Total;1993;7.719
06 Badajoz;Total;1992;8.051
06 Badajoz;Total;1991;8.210
06 Badajoz;Total;1990;8.169
06 Badajoz;Total;1989;8.538
06 Badajoz;Total;1988;8.823
06 Badajoz;Total;1987;8.907
06 Badajoz;Total;1986;8.900
06 Badajoz;Total;1985;8.849
06 Badajoz;Total;1984;9.339
06 Badajoz;Total;1983;9.609
06 Badajoz;Total;1982;9.964
06 Badajoz;Total;1981;9.711
06 Badajoz;Total;1980;10.037
06 Badajoz;Total;1979;9.943
06 Badajoz;Total;1978;10.106
06 Badajoz;Total;1977;9.949
06 Badajoz;Total;1976;10.406
06 Badajoz;Total;1975;10.422
06 Badajoz;Hombres;2022;2.426
06 Badajoz;Hombres;2021;2.547
06 Badajoz;Hombres;2020;2.525
06 Badajoz;Hombres;2019;2.653
06 Badajoz;Hombres;2018;2.697
06 Badajoz;Hombres;2017;2.916
06 Badajoz;Hombres;2016;3.039
06 Badajoz;Hombres;2015;3.084
06 Badajoz;Hombres;2014;3.165
06 Badajoz;Hombres;2013;3.009
06 Badajoz;Hombres;2012;3.343
06 Badajoz;Hombres;2011;3.463
06 Badajoz;Hombres;2010;3.490
06 Badajoz;Hombres;2009;3.588
06 Badajoz;Hombres;2008;3.752
06 Badajoz;Hombres;2007;3.423
06 Badajoz;Hombres;2006;3.423
06 Badajoz;Hombres;2005;3.359
06 Badajoz;Hombres;2004;3.281
06 Badajoz;Hombres;2003;3.370
06 Badajoz;Hombres;2002;3.270
06 Badajoz;Hombres;2001;3.321
06 Badajoz;Hombres;2000;3.321
06 Badajoz;Hombres;1999;3.340
06 Badajoz;Hombres;1998;3.274
06 Badajoz;Hombres;1997;3.505
06 Badajoz;Hombres;1996;3.502
06 Badajoz;Hombres;1995;3.645
06 Badajoz;Hombres;1994;3.763
06 Badajoz;Hombres;1993;3.874
06 Badajoz;Hombres;1992;4.139
06 Badajoz;Hombres;1991;4.216
06 Badajoz;Hombres;1990;4.174
06 Badajoz;Hombres;1989;4.401
06 Badajoz;Hombres;1988;4.597
06 Badajoz;Hombres;1987;4.625
06 Badajoz;Hombres;1986;4.686
06 Badajoz;Hombres;1985;4.664
06 Badajoz;Hombres;1984;4.868
06 Badajoz;Hombres;1983;5.026
06 Badajoz;Hombres;1982;5.179
06 Badajoz;Hombres;1981;5.042
06 Badajoz;Hombres;1980;5.131
06 Badajoz;Hombres;1979;5.135
06 Badajoz;Hombres;1978;5.146
06 Badajoz;Hombres;1977;5.102
06 Badajoz;Hombres;1976;5.362
06 Badajoz;Hombres;1975;5.379
06 Badajoz;Mujeres;2022;2.130
06 Badajoz;Mujeres;2021;2.297
06 Badajoz;Mujeres;2020;2.413
06 Badajoz;Mujeres;2019;2.505
06 Badajoz;Mujeres;2018;2.513
06 Badajoz;Mujeres;2017;2.805
06 Badajoz;Mujeres;2016;2.839
06 Badajoz;Mujeres;2015;2.845
06 Badajoz;Mujeres;2014;2.998
06 Badajoz;Mujeres;2013;2.939
06 Badajoz;Mujeres;2012;3.133
06 Badajoz;Mujeres;2011;3.160
06 Badajoz;Mujeres;2010;3.310
06 Badajoz;Mujeres;2009;3.341
06 Badajoz;Mujeres;2008;3.433
06 Badajoz;Mujeres;2007;3.139
06 Badajoz;Mujeres;2006;3.272
06 Badajoz;Mujeres;2005;3.137
06 Badajoz;Mujeres;2004;3.116
06 Badajoz;Mujeres;2003;3.180
06 Badajoz;Mujeres;2002;3.112
06 Badajoz;Mujeres;2001;3.138
06 Badajoz;Mujeres;2000;3.163
06 Badajoz;Mujeres;1999;3.221
06 Badajoz;Mujeres;1998;3.194
06 Badajoz;Mujeres;1997;3.199
06 Badajoz;Mujeres;1996;3.345
06 Badajoz;Mujeres;1995;3.403
06 Badajoz;Mujeres;1994;3.597
06 Badajoz;Mujeres;1993;3.845
06 Badajoz;Mujeres;1992;3.912
06 Badajoz;Mujeres;1991;3.994
06 Badajoz;Mujeres;1990;3.995
06 Badajoz;Mujeres;1989;4.137
06 Badajoz;Mujeres;1988;4.226
06 Badajoz;Mujeres;1987;4.282
06 Badajoz;Mujeres;1986;4.214
06 Badajoz;Mujeres;1985;4.185
06 Badajoz;Mujeres;1984;4.471
06 Badajoz;Mujeres;1983;4.583
06 Badajoz;Mujeres;1982;4.785
06 Badajoz;Mujeres;1981;4.669
06 Badajoz;Mujeres;1980;4.906
06 Badajoz;Mujeres;1979;4.808
06 Badajoz;Mujeres;1978;4.960
06 Badajoz;Mujeres;1977;4.847
06 Badajoz;Mujeres;1976;5.044
06 Badajoz;Mujeres;1975;5.043
07 Balears Illes;Total;2022;9.079
07 Balears Illes;Total;2021;9.520
07 Balears Illes;Total;2020;9.455
07 Balears Illes;Total;2019;9.681
07 Balears Illes;Total;2018;10.285
07 Balears Illes;Total;2017;10.288
07 Balears Illes;Total;2016;10.616
07 Balears Illes;Total;2015;10.597
07 Balears Illes;Total;2014;10.673
07 Balears Illes;Total;2013;10.532
07 Balears Illes;Total;2012;11.002
07 Balears Illes;Total;2011;11.265
07 Balears Illes;Total;2010;11.967
07 Balears Illes;Total;2009;12.044
07 Balears Illes;Total;2008;12.713
07 Balears Illes;Total;2007;11.917
07 Balears Illes;Total;2006;11.675
07 Balears Illes;Total;2005;10.925
07 Balears Illes;Total;2004;10.792
07 Balears Illes;Total;2003;10.654
07 Balears Illes;Total;2002;10.420
07 Balears Illes;Total;2001;9.858
07 Balears Illes;Total;2000;9.502
07 Balears Illes;Total;1999;8.848
07 Balears Illes;Total;1998;8.309
07 Balears Illes;Total;1997;8.176
07 Balears Illes;Total;1996;7.794
07 Balears Illes;Total;1995;7.718
07 Balears Illes;Total;1994;7.683
07 Balears Illes;Total;1993;7.891
07 Balears Illes;Total;1992;8.491
07 Balears Illes;Total;1991;8.622
07 Balears Illes;Total;1990;8.826
07 Balears Illes;Total;1989;8.869
07 Balears Illes;Total;1988;8.732
07 Balears Illes;Total;1987;8.594
07 Balears Illes;Total;1986;8.732
07 Balears Illes;Total;1985;8.961
07 Balears Illes;Total;1984;8.865
07 Balears Illes;Total;1983;8.952
07 Balears Illes;Total;1982;9.154
07 Balears Illes;Total;1981;9.350
07 Balears Illes;Total;1980;9.822
07 Balears Illes;Total;1979;10.120
07 Balears Illes;Total;1978;10.041
07 Balears Illes;Total;1977;10.424
07 Balears Illes;Total;1976;11.169
07 Balears Illes;Total;1975;11.116
07 Balears Illes;Hombres;2022;4.615
07 Balears Illes;Hombres;2021;4.954
07 Balears Illes;Hombres;2020;4.810
07 Balears Illes;Hombres;2019;4.989
07 Balears Illes;Hombres;2018;5.330
07 Balears Illes;Hombres;2017;5.289
07 Balears Illes;Hombres;2016;5.435
07 Balears Illes;Hombres;2015;5.423
07 Balears Illes;Hombres;2014;5.569
07 Balears Illes;Hombres;2013;5.394
07 Balears Illes;Hombres;2012;5.589
07 Balears Illes;Hombres;2011;5.848
07 Balears Illes;Hombres;2010;6.106
07 Balears Illes;Hombres;2009;6.123
07 Balears Illes;Hombres;2008;6.611
07 Balears Illes;Hombres;2007;6.147
07 Balears Illes;Hombres;2006;6.005
07 Balears Illes;Hombres;2005;5.719
07 Balears Illes;Hombres;2004;5.524
07 Balears Illes;Hombres;2003;5.420
07 Balears Illes;Hombres;2002;5.382
07 Balears Illes;Hombres;2001;4.995
07 Balears Illes;Hombres;2000;4.887
07 Balears Illes;Hombres;1999;4.558
07 Balears Illes;Hombres;1998;4.324
07 Balears Illes;Hombres;1997;4.247
07 Balears Illes;Hombres;1996;3.994
07 Balears Illes;Hombres;1995;3.917
07 Balears Illes;Hombres;1994;3.975
07 Balears Illes;Hombres;1993;3.995
07 Balears Illes;Hombres;1992;4.379
07 Balears Illes;Hombres;1991;4.520
07 Balears Illes;Hombres;1990;4.607
07 Balears Illes;Hombres;1989;4.606
07 Balears Illes;Hombres;1988;4.536
07 Balears Illes;Hombres;1987;4.358
07 Balears Illes;Hombres;1986;4.563
07 Balears Illes;Hombres;1985;4.735
07 Balears Illes;Hombres;1984;4.722
07 Balears Illes;Hombres;1983;4.838
07 Balears Illes;Hombres;1982;4.961
07 Balears Illes;Hombres;1981;4.797
07 Balears Illes;Hombres;1980;4.991
07 Balears Illes;Hombres;1979;5.236
07 Balears Illes;Hombres;1978;5.189
07 Balears Illes;Hombres;1977;5.363
07 Balears Illes;Hombres;1976;5.820
07 Balears Illes;Hombres;1975;5.872
07 Balears Illes;Mujeres;2022;4.464
07 Balears Illes;Mujeres;2021;4.566
07 Balears Illes;Mujeres;2020;4.645
07 Balears Illes;Mujeres;2019;4.692
07 Balears Illes;Mujeres;2018;4.955
07 Balears Illes;Mujeres;2017;4.999
07 Balears Illes;Mujeres;2016;5.181
07 Balears Illes;Mujeres;2015;5.174
07 Balears Illes;Mujeres;2014;5.104
07 Balears Illes;Mujeres;2013;5.138
07 Balears Illes;Mujeres;2012;5.413
07 Balears Illes;Mujeres;2011;5.417
07 Balears Illes;Mujeres;2010;5.861
07 Balears Illes;Mujeres;2009;5.921
07 Balears Illes;Mujeres;2008;6.102
07 Balears Illes;Mujeres;2007;5.770
07 Balears Illes;Mujeres;2006;5.670
07 Balears Illes;Mujeres;2005;5.206
07 Balears Illes;Mujeres;2004;5.268
07 Balears Illes;Mujeres;2003;5.234
07 Balears Illes;Mujeres;2002;5.038
07 Balears Illes;Mujeres;2001;4.863
07 Balears Illes;Mujeres;2000;4.615
07 Balears Illes;Mujeres;1999;4.290
07 Balears Illes;Mujeres;1998;3.985
07 Balears Illes;Mujeres;1997;3.929
07 Balears Illes;Mujeres;1996;3.800
07 Balears Illes;Mujeres;1995;3.801
07 Balears Illes;Mujeres;1994;3.708
07 Balears Illes;Mujeres;1993;3.896
07 Balears Illes;Mujeres;1992;4.112
07 Balears Illes;Mujeres;1991;4.102
07 Balears Illes;Mujeres;1990;4.219
07 Balears Illes;Mujeres;1989;4.263
07 Balears Illes;Mujeres;1988;4.196
07 Balears Illes;Mujeres;1987;4.236
07 Balears Illes;Mujeres;1986;4.169
07 Balears Illes;Mujeres;1985;4.226
07 Balears Illes;Mujeres;1984;4.143
07 Balears Illes;Mujeres;1983;4.114
07 Balears Illes;Mujeres;1982;4.193
07 Balears Illes;Mujeres;1981;4.553
07 Balears Illes;Mujeres;1980;4.831
07 Balears Illes;Mujeres;1979;4.884
07 Balears Illes;Mujeres;1978;4.852
07 Balears Illes;Mujeres;1977;5.061
07 Balears Illes;Mujeres;1976;5.349
07 Balears Illes;Mujeres;1975;5.244
08 Barcelona;Total;2022;41.166
08 Barcelona;Total;2021;42.213
08 Barcelona;Total;2020;42.531
08 Barcelona;Total;2019;45.040
08 Barcelona;Total;2018;46.687
08 Barcelona;Total;2017;49.040
08 Barcelona;Total;2016;50.670
08 Barcelona;Total;2015;51.359
08 Barcelona;Total;2014;52.371
08 Barcelona;Total;2013;52.287
08 Barcelona;Total;2012;56.639
08 Barcelona;Total;2011;59.319
08 Barcelona;Total;2010;61.204
08 Barcelona;Total;2009;61.715
08 Barcelona;Total;2008;64.694
08 Barcelona;Total;2007;61.722
08 Barcelona;Total;2006;60.867
08 Barcelona;Total;2005;59.607
08 Barcelona;Total;2004;58.001
08 Barcelona;Total;2003;55.313
08 Barcelona;Total;2002;52.171
08 Barcelona;Total;2001;49.471
08 Barcelona;Total;2000;48.493
08 Barcelona;Total;1999;45.628
08 Barcelona;Total;1998;43.095
08 Barcelona;Total;1997;43.284
08 Barcelona;Total;1996;41.601
08 Barcelona;Total;1995;41.160
08 Barcelona;Total;1994;41.372
08 Barcelona;Total;1993;42.297
08 Barcelona;Total;1992;43.449
08 Barcelona;Total;1991;42.850
08 Barcelona;Total;1990;43.029
08 Barcelona;Total;1989;43.644
08 Barcelona;Total;1988;44.185
08 Barcelona;Total;1987;44.681
08 Barcelona;Total;1986;46.840
08 Barcelona;Total;1985;49.821
08 Barcelona;Total;1984;48.322
08 Barcelona;Total;1983;46.472
08 Barcelona;Total;1982;49.971
08 Barcelona;Total;1981;51.327
08 Barcelona;Total;1980;60.607
08 Barcelona;Total;1979;67.317
08 Barcelona;Total;1978;75.681
08 Barcelona;Total;1977;81.368
08 Barcelona;Total;1976;82.847
08 Barcelona;Total;1975;88.841
08 Barcelona;Hombres;2022;21.388
08 Barcelona;Hombres;2021;21.670
08 Barcelona;Hombres;2020;21.740
08 Barcelona;Hombres;2019;22.953
08 Barcelona;Hombres;2018;23.911
08 Barcelona;Hombres;2017;25.401
08 Barcelona;Hombres;2016;26.030
08 Barcelona;Hombres;2015;26.556
08 Barcelona;Hombres;2014;27.177
08 Barcelona;Hombres;2013;26.891
08 Barcelona;Hombres;2012;29.175
08 Barcelona;Hombres;2011;30.450
08 Barcelona;Hombres;2010;31.775
08 Barcelona;Hombres;2009;32.039
08 Barcelona;Hombres;2008;33.472
08 Barcelona;Hombres;2007;31.771
08 Barcelona;Hombres;2006;31.529
08 Barcelona;Hombres;2005;30.916
08 Barcelona;Hombres;2004;29.873
08 Barcelona;Hombres;2003;28.579
08 Barcelona;Hombres;2002;26.868
08 Barcelona;Hombres;2001;25.411
08 Barcelona;Hombres;2000;25.048
08 Barcelona;Hombres;1999;23.443
08 Barcelona;Hombres;1998;22.468
08 Barcelona;Hombres;1997;22.404
08 Barcelona;Hombres;1996;21.699
08 Barcelona;Hombres;1995;21.255
08 Barcelona;Hombres;1994;21.276
08 Barcelona;Hombres;1993;21.753
08 Barcelona;Hombres;1992;22.365
08 Barcelona;Hombres;1991;22.142
08 Barcelona;Hombres;1990;22.289
08 Barcelona;Hombres;1989;22.669
08 Barcelona;Hombres;1988;22.832
08 Barcelona;Hombres;1987;23.245
08 Barcelona;Hombres;1986;24.076
08 Barcelona;Hombres;1985;25.669
08 Barcelona;Hombres;1984;25.483
08 Barcelona;Hombres;1983;23.921
08 Barcelona;Hombres;1982;26.025
08 Barcelona;Hombres;1981;27.000
08 Barcelona;Hombres;1980;31.300
08 Barcelona;Hombres;1979;34.826
08 Barcelona;Hombres;1978;39.105
08 Barcelona;Hombres;1977;41.521
08 Barcelona;Hombres;1976;42.897
08 Barcelona;Hombres;1975;46.181
08 Barcelona;Mujeres;2022;19.778
08 Barcelona;Mujeres;2021;20.543
08 Barcelona;Mujeres;2020;20.791
08 Barcelona;Mujeres;2019;22.087
08 Barcelona;Mujeres;2018;22.776
08 Barcelona;Mujeres;2017;23.639
08 Barcelona;Mujeres;2016;24.640
08 Barcelona;Mujeres;2015;24.803
08 Barcelona;Mujeres;2014;25.194
08 Barcelona;Mujeres;2013;25.396
08 Barcelona;Mujeres;2012;27.464
08 Barcelona;Mujeres;2011;28.869
08 Barcelona;Mujeres;2010;29.429
08 Barcelona;Mujeres;2009;29.676
08 Barcelona;Mujeres;2008;31.222
08 Barcelona;Mujeres;2007;29.951
08 Barcelona;Mujeres;2006;29.338
08 Barcelona;Mujeres;2005;28.691
08 Barcelona;Mujeres;2004;28.128
08 Barcelona;Mujeres;2003;26.734
08 Barcelona;Mujeres;2002;25.303
08 Barcelona;Mujeres;2001;24.060
08 Barcelona;Mujeres;2000;23.445
08 Barcelona;Mujeres;1999;22.185
08 Barcelona;Mujeres;1998;20.627
08 Barcelona;Mujeres;1997;20.880
08 Barcelona;Mujeres;1996;19.902
08 Barcelona;Mujeres;1995;19.905
08 Barcelona;Mujeres;1994;20.096
08 Barcelona;Mujeres;1993;20.544
08 Barcelona;Mujeres;1992;21.084
08 Barcelona;Mujeres;1991;20.708
08 Barcelona;Mujeres;1990;20.740
08 Barcelona;Mujeres;1989;20.975
08 Barcelona;Mujeres;1988;21.353
08 Barcelona;Mujeres;1987;21.436
08 Barcelona;Mujeres;1986;22.764
08 Barcelona;Mujeres;1985;24.152
